Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,304
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,312
CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,312
CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.2,15.3,19.1,15,317
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,304
CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,304
CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310
CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310
CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,A6,X,15.8,10.6,13.4,21,315
CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,A6,X,16.1,10.8,13.7,21,323
DODGE,CHALLENGER,MID-SIZE,5.7,8,M6,X,15.6,10.0,13.1,22,307
DODGE,CHALLENGER,MID-SIZE,6.4,8,M6,Z,16.8,10.4,13.9,20,326
DODGE,CHALLENGER (MDS),MID-SIZE,6.4,8,A8,Z,15.7,9.5,12.9,22,302
DODGE,CHALLENGER SRT,MID-SIZE,6.4,8,M6,Z,16.8,10.4,13.9,20,326
DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8,A8,Z,15.7,9.5,12.9,22,302
DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339
DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,353
DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,X,15.7,9.6,12.9,22,302
DODGE,CHARGER (MDS),FULL-SIZE,6.4,8,A8,Z,15.7,9.5,12.9,22,302
DODGE,CHARGER AWD (MDS),FULL-SIZE,5.7,8,A5,X,16.1,10.0,13.4,21,313
DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8,A8,Z,15.7,9.5,12.9,22,302
DODGE,CHARGER SRT HELLCAT,FULL-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339
DODGE,DURANGO AWD (MDS),SUV - STANDARD,5.7,8,A8,X,16.7,10.7,14.0,20,329
DODGE,VIPER SRT,TWO-SEATER,8.4,10,M6,Z,19.2,11.3,15.6,18,364
FORD,EXPEDITION 4X4,SUV - STANDARD,3.5,6,AS6,X,16.2,11.9,14.3,20,334
FORD,EXPEDITION EL 4X4,SUV - STANDARD,3.5,6,AS6,X,16.4,12.1,14.4,20,338
FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,X,14.9,10.7,13.0,22,305
FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS6,X,14.7,10.7,12.9,22,303
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,X,15.3,10.6,13.2,21,309
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,X,16.8,11.8,14.5,19,341
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,14.7,10.7,12.9,22,303
FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS6,X,15.6,11.7,13.8,20,324
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,X,16.0,11.3,13.8,20,324
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,E,21.6,15.1,18.7,15,306
FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,X,16.8,12.4,14.8,19,347
FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,E,21.8,15.3,18.8,15,310
FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS6,X,14.7,10.7,12.9,22,303
FORD,FLEX AWD GTDI,SUV - STANDARD,3.5,6,AS6,X,15.7,11.2,13.7,21,322
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,5.0,8,AS6,X,15.4,10.0,13.0,22,304
FORD,SHELBY GT350 MUSTANG,SUBCOMPACT,5.2,8,M6,Z,16.9,11.0,14.2,20,334
FORD,T-150 WAGON,VAN - PASSENGER,3.5,6,AS6,X,16.1,12.7,14.6,19,342
FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6,AS6,X,16.8,13.2,15.2,19,356
FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6,AS6,E,23.1,18.6,21.0,13,345
GMC,ACADIA,SUV - STANDARD,3.6,6,A6,X,15.8,10.6,13.4,21,315
GMC,ACADIA AWD,SUV - STANDARD,3.6,6,A6,X,16.1,10.8,13.7,21,323
GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,22.0,14.9,18.8,15,441
GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,23.0,16.0,19.8,14,465
GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.1,11.4,14.0,20,327
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.0,10.7,13.1,22,307
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.3,11.6,14.2,20,332
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.3,15.3,18.1,16,301
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.0,10.7,13.1,22,306
GMC,SIERRA eASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.4,11.2,13.0,22,304
GMC,YUKON,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,304
GMC,YUKON FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,304
GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310
GMC,YUKON 4WD,SUV - STANDARD,6.2,8,A8,Z,15.9,11.1,13.8,20,323
GMC,YUKON 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310
GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,304
GMC,YUKON XL FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,304
GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,312
GMC,YUKON XL 4WD,SUV - STANDARD,6.2,8,A8,Z,16.4,11.7,14.3,20,334
GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,312
GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.2,15.3,19.1,15,317
HYUNDAI,EQUUS,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,312
HYUNDAI,GENESIS AWD,FULL-SIZE,5.0,8,AS8,Z,17.3,10.5,14.2,20,332
INFINITI,QX70 AWD,SUV - SMALL,3.7,6,AS7,Z,14.5,10.7,12.8,22,301
INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,17.4,12.2,15.1,19,354
JAGUAR,F-TYPE PROJECT 7 CONVERTIBLE,TWO-SEATER,5.0,8,AS8,Z,15.0,10.2,12.8,22,302
JAGUAR,F-TYPE R AWD CONVERTIBLE,TWO-SEATER,5.0,8,AS8,Z,15.7,10.4,13.3,21,311
JAGUAR,F-TYPE R AWD COUPE,TWO-SEATER,5.0,8,AS6,Z,15.7,10.4,13.3,21,311
JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3.0,6,M6,Z,15.3,9.9,12.9,22,302
JAGUAR,F-TYPE S COUPE,TWO-SEATER,3.0,6,M6,Z,15.3,9.9,12.9,22,302
JAGUAR,XJR,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,313
JAGUAR,XJR LWB,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,313
JEEP,GRAND CHEROKEE 4X4 (MDS),SUV - STANDARD,5.7,8,A8,X,16.7,10.7,14.0,20,329
JEEP,GRAND CHEROKEE SRT 4X4 (MDS),SUV - STANDARD,6.4,8,A8,Z,18.5,12.6,15.8,18,370
JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,A5,X,14.8,11.7,13.4,21,314
JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,M6,X,15.0,11.4,13.4,21,312
KIA,K900,FULL-SIZE,5.0,8,AS8,X,15.6,10.6,13.4,21,318
LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,AM7,Z,22.2,12.7,17.9,16,420
LAMBORGHINI,AVENTADOR ROADSTER,TWO-SEATER,6.5,12,AM7,Z,23.6,14.1,19.3,15,452
LAMBORGHINI,HURACAN,TWO-SEATER,5.2,10,AM7,Z,16.4,11.4,14.2,20,331
LAMBORGHINI,HURACAN SPYDER,TWO-SEATER,5.2,10,AM7,Z,16.9,11.8,14.6,19,340
LAND ROVER,LR4,SUV - STANDARD,3.0,6,AS8,Z,16.2,12.1,14.3,20,336
LAND ROVER,RANGE ROVER SUPERCHARGED,SUV - STANDARD,5.0,8,AS8,Z,17.2,12.5,15.1,19,356
LAND ROVER,RANGE ROVER SUPERCHARGED LWB,SUV - STANDARD,5.0,8,AS8,Z,17.2,12.5,15.1,19,356
LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,SUV - STANDARD,5.0,8,AS8,Z,16.6,12.3,14.7,19,344
LEXUS,GX 460,SUV - STANDARD,4.6,8,AS6,Z,15.7,11.7,13.9,20,322
LEXUS,LS 460 AWD,MID-SIZE,4.6,8,AS8,Z,15.2,10.2,12.9,22,303
LEXUS,LS 460 L AWD,MID-SIZE,4.6,8,AS8,Z,15.2,10.2,12.9,22,303
LEXUS,LX 570,SUV - STANDARD,5.7,8,AS8,Z,18.3,12.9,15.9,18,371
LINCOLN,MKT AWD,SUV - STANDARD,3.5,6,AS6,X,15.7,11.2,13.7,21,322
LINCOLN,NAVIGATOR 4X4,SUV - STANDARD,3.5,6,AS6,X,16.2,11.9,14.3,20,334
LINCOLN,NAVIGATOR L 4X4,SUV - STANDARD,3.5,6,AS6,X,16.1,12.4,14.4,20,339
MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.4,15.1,19,357
MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.6,15.2,19,360
MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8,AS8,Z,16.2,11.0,14.0,20,322
MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3.0,6,AS8,Z,15.1,10.2,12.9,22,302
MERCEDES-BENZ,AMG CLS 63 S 4MATIC,COMPACT,5.5,8,AS7,Z,15.1,10.8,13.1,22,308
MERCEDES-BENZ,AMG E 63 S 4MATIC,MID-SIZE,5.5,8,AS7,Z,15.3,10.8,13.3,21,310
MERCEDES-BENZ,AMG E 63 S 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8,AS7,Z,15.2,11.0,13.3,21,310
MERCEDES-BENZ,AMG G 63,SUV - STANDARD,5.5,8,AS7,Z,20.0,16.6,18.5,15,417
MERCEDES-BENZ,AMG G 65,SUV - STANDARD,6.0,12,AS7,Z,24.3,17.9,21.4,13,476
MERCEDES-BENZ,AMG GL 63 S,SUV - STANDARD,5.5,8,AS7,Z,18.2,14.0,16.3,17,369
MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,5.5,8,AS7,Z,17.3,13.5,15.6,18,366
MERCEDES-BENZ,AMG GLE 63 S COUPE 4MATIC,SUV - STANDARD,5.5,8,AS7,Z,17.2,12.8,15.2,19,363
MERCEDES-BENZ,AMG GT S,TWO-SEATER,4.0,8,AM7,Z,14.5,10.8,12.8,22,303
MERCEDES-BENZ,AMG S 63,FULL-SIZE,5.5,8,AS7,Z,15.7,10.1,13.2,21,313
MERCEDES-BENZ,AMG S 63 COUPE,COMPACT,5.5,8,AS7,Z,15.3,10.2,13.0,22,313
MERCEDES-BENZ,AMG S 65,FULL-SIZE,6.0,12,AS7,Z,18.5,11.8,15.5,18,361
MERCEDES-BENZ,AMG S 65 COUPE,COMPACT,6.0,12,AS7,Z,18.0,11.3,15.0,19,355
MERCEDES-BENZ,AMG SL 65,TWO-SEATER,6.0,12,AS7,Z,16.7,11.2,14.2,20,335
MERCEDES-BENZ,G 550,SUV - STANDARD,5.5,8,AS7,Z,19.0,16.5,17.9,16,401
MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6,AS7,D,13.6,10.0,12.0,24,322
MERCEDES-BENZ,GL 550 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,17.5,13.1,15.5,18,365
MERCEDES-BENZ,GLE 550 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,16.2,11.8,14.2,20,335
MERCEDES-BENZ,MAYBACH S 600,FULL-SIZE,6.0,12,AS7,Z,18.2,11.7,15.3,18,359
MERCEDES-BENZ,S 600,FULL-SIZE,6.0,12,AS7,Z,17.3,11.0,14.5,19,340
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,15.7,11.3,13.7,21,322
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,X,15.0,11.2,13.3,21,313
PORSCHE,911 GT3,TWO-SEATER,3.8,6,AM7,Z,16.0,11.5,14.0,20,329
PORSCHE,911 GT3RS,TWO-SEATER,4.0,6,AM7,Z,16.3,11.8,14.3,20,334
PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.8,8,A8,Z,16.7,11.2,14.2,20,334
PORSCHE,CAYENNE TURBO S,SUV - STANDARD,4.8,8,A8,Z,16.9,11.2,14.3,20,336
PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,4.8,8,AM7,Z,15.4,9.8,12.9,22,303
PORSCHE,PANAMERA TURBO S EXECUTIVE,FULL-SIZE,4.8,8,AM7,Z,15.4,9.8,12.9,22,303
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.1,12.0,14.8,19,348
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,15.8,10.9,13.6,21,319
RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.7,12.7,15.4,18,362
RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.2,11.5,14.1,20,330
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,AS8,Z,19.2,12.4,16.1,18,373
ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,AS8,Z,19.2,12.4,16.1,18,373
ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,AS8,Z,20.9,12.7,17.2,16,403
ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,AS8,Z,20.7,12.9,17.2,16,404
ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,AS8,Z,20.9,12.7,17.2,16,403
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,AS8,Z,20.7,12.9,17.2,16,404
ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,AS8,Z,18.8,11.8,15.6,18,367
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,18.8,14.0,16.6,17,382
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,15.9,12.3,14.3,20,335
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.3,13.0,15.4,18,360
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.9,12.9,15.1,19,351
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.2,14.1,16.3,17,380
ASTON MARTIN,DB11 V12,MINICOMPACT,5.2,12,A8,Z,15.5,11.4,13.7,21,322
ASTON MARTIN,RAPIDE S,SUBCOMPACT,6.0,12,A8,Z,16.7,10.9,14.1,20,331
ASTON MARTIN,VANQUISH,MINICOMPACT,6.0,12,A8,Z,17.5,11.4,14.7,19,345
ASTON MARTIN,V12 VANTAGE S,TWO-SEATER,6.0,12,AM7,Z,19.4,12.8,16.4,17,388
ASTON MARTIN,V12 VANTAGE S,TWO-SEATER,6.0,12,M7,Z,23.2,14.4,19.2,15,450
AUDI,R8,TWO-SEATER,5.2,10,AM7,Z,16.5,11.2,14.1,20,330
AUDI,R8 SPYDER,TWO-SEATER,5.2,10,AM7,Z,16.5,11.2,14.1,20,330
AUDI,RS 7,MID-SIZE,4.0,8,AS8,Z,16.2,9.3,13.1,22,309
AUDI,S8,MID-SIZE,4.0,8,AS8,Z,16.2,9.9,13.4,21,312
BENTLEY,BENTAYGA,SUV - STANDARD,6.0,12,AS8,Z,18.8,12.2,15.9,18,370
BENTLEY,CONTINENTAL GT,COMPACT,4.0,8,AS8,Z,16.1,9.4,13.1,22,307
BENTLEY,CONTINENTAL GT,COMPACT,6.0,12,AS8,Z,18.9,11.2,15.4,18,360
BENTLEY,CONTINENTAL GT CONVERTIBLE,SUBCOMPACT,4.0,8,AS8,Z,17.7,10.3,14.4,20,337
BENTLEY,CONTINENTAL GT CONVERTIBLE,SUBCOMPACT,6.0,12,AS8,Z,19.6,11.7,16.0,18,375
BENTLEY,FLYING SPUR,MID-SIZE,4.0,8,AS8,Z,17.0,9.9,13.8,20,321
BENTLEY,FLYING SPUR,MID-SIZE,6.0,12,AS8,Z,19.6,11.7,16.0,18,375
BENTLEY,MULSANNE,MID-SIZE,6.8,8,AS8,Z,21.3,12.8,17.5,16,407
BENTLEY,MULSANNE EWB,MID-SIZE,6.8,8,AS8,Z,22.2,13.6,18.3,15,430
BMW,M6,COMPACT,4.4,8,AM7,Z,17.2,11.6,14.7,19,343
BMW,M6,COMPACT,4.4,8,M6,Z,16.2,10.9,13.8,20,324
BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,AM7,Z,17.2,11.6,14.7,19,343
BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,M6,Z,16.2,10.9,13.8,20,324
BMW,M6 GRAN COUPE,COMPACT,4.4,8,AM7,Z,17.2,11.6,14.7,19,343
BMW,M6 GRAN COUPE,COMPACT,4.4,8,M6,Z,16.2,10.9,13.8,20,324
BMW,M760i xDRIVE,FULL-SIZE,6.6,12,AS8,Z,17.7,11.9,15.1,19,355
BMW,X5 M,SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,19,341
BMW,X5 xDRIVE50i,SUV - STANDARD,4.4,8,AS8,Z,15.6,11.3,13.7,21,320
BMW,X6 M,SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,19,341
BMW,X6 xDRIVE50i,SUV - STANDARD,4.4,8,AS8,Z,15.6,11.3,13.7,21,320
BUICK,ENCLAVE,SUV - STANDARD,3.6,6,A6,X,15.7,10.6,13.4,21,315
BUICK,ENCLAVE AWD,SUV - STANDARD,3.6,6,A6,X,16.0,10.9,13.7,21,322
CADILLAC,CTS-V,MID-SIZE,6.2,8,AS8,Z,16.5,11.1,14.0,20,329
CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8,A8,Z,16.1,11.7,14.1,20,331
CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8,AS10,Z,19.0,11.6,15.6,18,367
CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8,M6,Z,17.2,12.0,14.9,19,349
CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.5,10.7,11.7,24,315
CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,15.0,13.0,14.1,20,331
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,AS8,Z,17.6,10.3,14.3,20,336
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,M7,Z,15.6,10.6,13.4,21,312
CHEVROLET,EQUINOX AWD,SUV - SMALL,3.6,6,A6,X,15.0,10.4,13.0,22,304
CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,21.8,14.8,18.6,15,438
CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,22.3,14.9,19.0,15,445
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.2,10.7,13.1,22,309
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,15.9,11.2,13.8,20,324
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.0,10.7,13.1,22,307
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.9,11.5,13.9,20,327
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.0,11.7,14.1,20,330
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.0,10.7,13.1,22,307
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,20.7,14.4,17.9,16,315
CHEVROLET,SILVERADO eASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.4,11.2,13.0,22,303
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305
CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,312
CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,312
CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.1,15.4,19.1,15,317
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305
CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305
CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310
CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310
CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,A6,X,15.7,10.6,13.4,21,315
CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,A6,X,16.0,10.9,13.7,21,322
DODGE,CHALLENGER,MID-SIZE,5.7,8,M6,Z,15.6,10.1,13.1,22,307
DODGE,CHALLENGER,MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20,325
DODGE,CHALLENGER (MDS),MID-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302
DODGE,CHALLENGER SRT,MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20,325
DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302
DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339
DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,352
DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,X,15.6,9.7,12.9,22,302
DODGE,CHARGER (MDS),FULL-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302
DODGE,CHARGER AWD,FULL-SIZE,5.7,8,A5,X,16.0,10.1,13.3,21,312
DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302
DODGE,CHARGER SRT HELLCAT,FULL-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339
DODGE,DURANGO AWD,SUV - STANDARD,5.7,8,A8,X,16.6,10.7,14.0,20,328
DODGE,VIPER,TWO-SEATER,8.4,10,M6,Z,19.9,12.6,16.6,17,387
FORD,EXPEDITION 4X4,SUV - STANDARD,3.5,6,AS6,X,15.9,12.0,14.2,20,333
FORD,EXPEDITION EL 4X4,SUV - STANDARD,3.5,6,AS6,X,16.1,12.2,14.3,20,337
FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,X,14.8,10.7,13.0,22,305
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,X,15.4,10.6,13.2,21,310
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,X,16.8,11.8,14.5,19,340
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,X,15.9,11.3,13.8,20,323
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,E,21.5,15.1,18.6,15,305
FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,X,16.0,11.8,14.1,20,330
FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,E,21.5,15.1,18.6,15,306
FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,X,16.8,12.4,14.8,19,347
FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,E,22.2,16.5,19.6,14,326
FORD,F-150 RAPTOR 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,15.6,13.2,14.5,19,339
FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS6,X,14.7,10.7,12.9,22,303
FORD,FLEX AWD GTDI,SUV - STANDARD,3.5,6,AS6,X,15.7,11.2,13.7,21,321
